4;1;6.4;350;25.779;26.636;27.037;32.213;28.909;26.903;27.508;32.23;32.069;31.126;29.622;30.303;33.611;33.732;34.555;35.156;36.245;37.059;37.652;39.818;43.492;45.985;46.552;41.353;34.837;34.01528
5;1;6.4;10;34.631;43.925;50.723;56.305;56.184;59.076;62.052;63.659;65.242;61.938;60.027;56.629;64.023;64.692;63.044;62.796;60.948;58.938;55.918;52.566;49.202;45.694;42.051;35.606;30.391;54.2504
5;1;6.4;100;37.352;45.984;48.081;51.905;54.103;56.146;59.238;62.916;64.97;65.02;60.697;57.223;55.804;63.1;63.755;61.754;60.69;58.817;56.195;52.944;49.955;46.835;43.95;38.007;33.229;53.9468
5;1;6.4;350;28.291;31.096;30.871;30.715;34.073;32.053;30.959;31.636;32.143;32.045;30.471;29.139;32.344;33.58;34.264;34.602;35.397;37.127;39.532;41.503;43.806;46.547;47.058;41.705;36.1;35.08228
6;1;17.7;10;40.43;49.005;49.578;49.306;47.676;53.207;59.413;61.698;61.456;57.883;56.547;54.39;58.136;60.695;59.82;59.054;57.47;53.73;50.194;46.597;44.05;41.615;38.881;33.478;28.667;50.91904
6;1;17.7;100;38.626;47.107;48.323;48.807;46.497;50.649;56.939;59.342;58.984;59.15;57.665;56.191;53.861;58.919;60.885;60.006;58.792;55.487;51.875;48.169;45.516;43.134;39.743;33.298;27.26;50.609
6;1;17.7;350;27.85;28.849;27.433;29.685;29.815;31.724;30.945;32.076;29.256;27.241;26.961;27.98;28.738;29.788;31.005;34.487;35.952;35.545;37.416;39.173;41.675;44.648;43.416;37.117;30.78;32.7822
1;2;2.8;10;37.771;48.14;59.484;62.471;63.355;64.872;65.317;67.036;67.95;69.726;68.846;68.609;70.058;68.233;66.376;64.481;62.46;60.259;57.263;53.794;50.641;47.134;43.531;38.603;34.243;58.42612
1;2;2.8;100;35.198;49.227;57.248;59.825;57.481;57.591;59.318;61.171;62.496;65.4;66.259;66.499;67.481;68.208;67.64;65.96;63.335;60.846;57.983;54.499;51.368;48.295;44.508;38.538;32.732;56.76424
1;2;2.8;350;29.817;36.297;39.041;37.272;34.354;30.403;30.504;30.869;32.968;33.066;34.48;35.364;36;37.658;38.159;39.232;39.778;41.683;43.214;45.748;48.723;50.296;48.421;42.885;37.164;38.13584
2;2;4.6;10;35.079;45.982;56.018;58.809;61.048;63.806;64.056;63.458;65.459;60.528;58.32;56.643;65.044;68.665;67.133;67.444;65.344;62.443;59.004;55.226;52.305;49.152;46.094;40.609;35.759;56.93712
2;2;4.6;100;43.534;51.926;54.618;56.69;55.901;58.054;60.125;60.684;60.695;60.053;58.324;58.855;58.36;64.556;64.902;63.59;61.61;58.749;55.091;52.041;49.759;48.044;46.389;42.58;38.871;55.36004
2;2;4.6;350;26.918;30.607;30.024;32.837;32.758;30.434;30.23;28.885;28.679;28.134;29.52;31.73;31.931;32.966;32.727;35.001;36.763;38.275;39.431;41.93;45.083;47.779;48.624;45.096;40.232;35.06376
3;2;6.4;10;34.998;45.239;55.634;59.249;59.961;62.124;63.113;65.036;67.542;61.804;59.069;57.17;64.593;67.736;66.312;65.796;63.4;60.399;57.461;54.537;51.719;48.398;44.508;39.395;34.898;56.40364
3;2;6.4;100;42.464;50.759;54.401;56.077;55.923;58.695;59.87;60.807;62.002;62.796;60.676;59.7;58.816;63.744;64.014;63.166;61.241;58.915;56.393;53.32;50.531;47.747;45.146;41.609;38.379;55.48764
3;2;6.4;350;26.798;30.751;29.066;33.081;32.253;30.16;30.013;29.572;29.613;30.069;30.495;31.904;32.285;33.916;34.328;34.727;35.605;37.51;39.763;42.562;44.948;47.742;47.859;44.266;39.83;35.16464
4;2;7.2;10;39.607;47.801;51.924;51.525;55.968;60.057;61.553;62.418;63.876;62.164;59.274;56.444;62.304;64.161;62.415;60.841;58.978;56.248;53.424;51.367;50.132;48.571;45.858;41.644;37.92;54.65896
4;2;7.2;100;33.868;45.298;49.584;51.182;53.196;55.029;57.543;59.403;60.046;61.038;59.221;57.999;56.877;62.714;63.368;62.777;61.612;58.986;56.624;54.825;53.177;50.858;47.163;42.082;37.371;54.07364
4;2;7.2;350;27.259;26.021;25.081;28.364;29.541;26.518;25.41;27.862;28.395;29.53;30.073;30.396;29.95;32.513;32.979;33.702;34.134;36.093;37.554;39.339;43.295;47.789;48.958;45.887;41.164;33.51228
5;2;7.2;10;34.307;44.855;55.157;57.767;56.433;56.238;58.681;61.54;62.836;60.814;59.531;56.91;63.12;64.221;62.612;61.714;59.719;57.027;53.591;50.09;47.862;45.664;42.226;36.233;31.316;53.61856
5;2;7.2;100;37.029;50.094;56.029;54.965;52.747;56.053;56.993;58.211;59.069;59.849;58.944;57.473;55.414;61.496;61.612;60.366;58.538;56.341;53.013;49.146;46.96;44.835;42.027;36.582;32.724;52.6604
5;2;7.2;350;32.702;32.102;33.691;30.269;28.438;24.263;23.346;25.831;27.151;29.705;29.099;29.952;30.311;32.163;33.948;35.864;35.691;37.021;37.902;40.437;43.806;46.479;45.82;40.385;35.216;33.66368
6;2;20.58;10;42.995;50.118;52.753;50.429;46.999;52.863;58.554;61.276;61.125;59.565;58.113;55.892;59.064;61.141;60.088;60.744;59.197;56.145;52.704;49.564;47.11;44.91;42.485;37.347;31.615;52.51184
6;2;20.58;100;39.539;45.837;49.505;49.286;47.498;53.07;57.549;59.677;59.137;59.03;55.783;53.996;52.647;60.079;61.909;61.437;60.817;57.648;54.282;51.149;48.924;46.714;43.745;37.945;31.263;51.93864
6;2;20.58;350;29.694;29.702;30.636;30.717;25.28;26.072;25.855;27.578;27.823;27.755;28.602;28.47;28.673;29.739;31.074;32.203;33.4;35.627;37.682;40.871;44.27;47.363;46.829;41.852;34.973;32.9096
1;3;8.5;10;32.879;43.243;51.056;58.095;59.22;61.374;63.224;64.291;64.995;68.702;67.786;68.135;69.233;67.506;65.969;63.907;61.651;58.377;54.753;51.151;48.776;46.175;42.435;36.996;32.523;56.09808
1;3;8.5;100;33.033;44.038;48.982;54.605;56.885;56.586;59.734;60.653;61.08;62.569;62.944;64.498;66.459;67.135;67.366;66.15;63.279;60.115;56.372;52.896;50.4;47.795;43.83;38.158;33.22;55.15128
1;3;8.5;350;26.888;28.523;30.128;33.469;31.674;28.208;27.944;30.012;31.981;32.877;31.899;33.054;34.055;36.474;37.156;38.374;38.878;40.859;41.401;43.661;47.36;49.329;47.465;42.453;37.313;36.0574
2;3;8.5;10;34.977;43.631;50.429;56.937;57.518;60.565;62.533;62.772;64.399;60.534;58.244;55.976;63.494;65.387;65.208;65.722;63.785;60.594;56.029;52.537;50.4;47.814;44.209;37.217;31.468;54.89516
2;3;8.5;100;38.352;48.03;50.979;53.642;54.814;56.803;57.871;59.639;60.606;61.423;59.144;57.81;56.567;62.242;64.48;65.143;63.211;60.267;55.84;52.558;50.185;47.735;44.683;38.629;33.687;54.1736
2;3;8.5;350;27.484;27.624;28.064;26.866;30.543;29.328;29.547;29.623;30.509;29.419;28.516;29.593;32.081;31.412;32.843;35.279;35.867;38.018;38.535;41.282;44.892;48.314;48.662;42.731;36.819;34.15404
3;3;8.5;10;36.291;45.041;50.264;58.662;60.762;62.314;62.74;63.625;65.465;61.514;59.289;56.991;64.464;65.793;65.325;65.052;62.683;59.057;56.016;52.635;49.459;46.007;41.843;36.838;32.142;55.21088
3;3;8.5;100;38.196;46.308;48.434;53.043;53.762;56.031;59.072;61.194;61.889;62.251;60.139;58.69;57.571;63.278;64.547;63.701;63.114;60.153;57.344;54.091;51.231;47.724;43.461;38.453;34.166;54.31372
3;3;8.5;350;28.425;28.387;28.887;27.185;30.32;29.017;28.91;28.177;29.475;28.951;29.69;30.671;33.097;32.17;33.829;35.77;36.553;38.457;39.856;41.936;44.659;47.354;46.616;42.643;37.345;34.3352
4;3;8.5;10;30.783;41.141;46.693;49.363;52.014;54.778;59.082;62.418;63.529;60.558;58.26;55.93;61.816;62.892;62.152;62.917;61.839;59.982;55.549;52.886;50.949;48.648;44.902;38.958;34.081;53.2848
4;3;8.5;100;33.435;44.057;46.175;50.587;52.288;57.063;58.672;58.63;58.859;59.648;58.502;57.827;57.091;61.251;62.286;62.836;61.293;59.226;55.855;53.117;50.839;48.032;44.182;38.372;33.73;52.95412
4;3;8.5;350;26.487;27.427;26.313;28.415;30.93;29.601;30.113;29.613;29.179;29.096;27.863;28.366;29.823;30.725;31.867;34.717;35.67;36.31;36.869;40.196;43.717;47.243;47.264;42.525;37.644;33.51892
5;3;8.5;10;31.839;41.679;49.273;55.787;54.573;56.019;59.322;63.449;65.199;62.375;60.334;57.267;63.044;64.585;63.504;63.926;62.422;59.066;55.662;52.321;49.804;47.039;42.875;36.747;31.091;53.96808
5;3;8.5;100;35.365;45.547;52.793;53.032;52.865;52.625;56.184;58.215;60.064;59.588;59.297;56.664;56.281;62.348;63.234;62.552;61.553;58.852;55.799;52.623;50.23;47.463;43.441;37.42;32.01;53.0418
5;3;8.5;350;26.788;28.216;33.308;37.295;31.242;27.129;26.745;28.918;29.76;30.317;29.191;29.819;30.186;31.573;32.845;34.265;35.321;36.282;37.829;40.042;43.994;46.63;46.26;41.348;35.87;34.04692
6;3;25.73;10;44.528;50.494;49.336;45.946;43.979;52.353;60.86;62.163;62.289;59.256;56.954;53.732;58.045;59.027;58.396;57.343;55.616;52.329;49.123;46.899;45.206;43.866;41.905;36.856;30.458;51.07836
6;3;25.73;100;48;48.907;46.477;48.395;45.628;53.327;58.051;57.28;57.554;57.903;57.123;55.628;54.013;59.79;59.677;58.32;57.478;54.509;51.301;48.598;46.496;44.745;42.764;37.954;31.892;51.2724
6;3;25.73;350;28.966;26.34;24.051;25.262;26.395;28.388;31.265;28.947;28.541;28.112;28.292;27.338;27.36;30.253;32.875;35.049;35.586;37.386;38.871;42.072;44.757;47.153;46.461;40.894;33.665;32.97116
1;4;9.8;10;35.961;47.81;56.937;58.637;56.082;58.891;59.663;60.701;62.318;65.845;66.425;67.565;69.245;68.472;66.706;63.47;60.546;57.251;54.075;50.699;47.53;44.12;40.439;35.232;30.545;55.4066
1;4;9.8;100;47.834;55.401;56.998;55.905;52.463;56.198;58.18;58.915;59.917;61.433;61.206;61.824;63.375;63.13;61.105;57.918;55.473;53.062;50.565;48.892;47.397;46.393;44.4;40.129;35.972;54.1634
1;4;9.8;350;29.638;32.219;33.533;33.33;29.257;27.501;30.128;30.845;31.273;30.788;31.538;32.406;33.184;36.374;37.75;38.33;38.951;40.957;42.411;44.459;46.053;47.188;45.395;39.713;33.756;35.87908
2;4;9.8;10;41.461;50.454;55.231;57.927;57.036;60.159;62.417;63.845;65.023;62.483;59.693;57.357;62.839;63.378;62.61;61.585;59.588;56.578;53.072;50.114;47.865;46.156;43.206;39.152;35.983;55.00848
2;4;9.8;100;39.243;50.028;53.042;54.164;52.512;55.585;56.44;58.405;60.171;61.751;60.439;59.952;58.763;62.838;63.112;62.019;60.843;58.185;54.806;51.722;49.234;46.977;43.508;38.905;35.161;53.9122
2;4;9.8;350;30.421;31.656;31.674;29.044;31.301;27.507;26.235;28.16;28.661;29.473;29.833;30.505;30.823;32.572;34.562;37.01;37.5;37.446;39.406;41.635;44.133;46.893;46.181;41.828;36.974;34.45732
3;4;9.8;10;40.917;46.398;48.043;57.343;57.248;61.14;63.053;64.887;66.024;63.117;60.413;58.263;63.88;64.394;63.088;61.55;59.528;56.826;51.988;48.648;47.082;45.357;43.655;39.529;38.046;54.81668
3;4;9.8;100;40.178;47.361;48.656;54.417;53.992;57.105;57.528;58.667;60.102;61.707;60.834;60.472;59.38;63.586;63.591;61.567;59.949;57.373;52.735;49.548;48.188;46.701;45.135;40.74;38.399;53.91644
3;4;9.8;350;31.287;32.146;31.884;29.123;31.532;27.775;26.357;28.299;28.87;30.137;29.944;31.5;31.892;33.198;34.998;36.839;37.577;38.744;38.099;39.611;43.848;47.574;47.374;42.773;39.524;34.8362
4;4;9.8;10;37.187;45.696;47.051;50.573;50.18;57.09;60.221;62.658;63.515;63.04;60.7;57.653;62.833;63.303;62.245;62.148;60.69;58.282;54.85;51.781;49.836;48.073;45.081;39.351;34.749;53.95144
4;4;9.8;100;44.445;48.283;48.701;52.798;52.907;56.093;57.218;59.473;60.079;60.942;59.409;58.249;57.575;61.878;61.48;60.374;58.743;56.613;53.792;51.226;49.487;48.118;45.922;41.04;37.045;53.6756
4;4;9.8;350;25.808;26.459;28.218;32.03;30.603;30.274;28.944;29.354;28.966;29.459;29.43;28.346;29.689;31.081;32.386;33.738;35.447;36.477;38.022;40.259;44.008;47.685;48.313;43.49;38;33.85944
5;4;9.8;10;38.555;47.924;51.562;56.017;53.452;57.841;61.91;63.332;63.994;59.173;57.619;54.605;60.891;62.588;61.141;61.147;59.456;56.312;52.774;49.117;46.59;44.739;42.36;35.849;31.059;53.20028
5;4;9.8;100;41.14;49.165;51.114;54.691;50.683;54.553;57.395;58.919;60.662;60.319;60.179;59.145;57.239;61.213;61.079;59.865;58.48;55.89;52.93;49.777;47.666;45.712;43.372;36.867;32.875;52.8372
5;4;9.8;350;35.347;33.068;32.851;32.178;30.537;29.479;30.119;30.025;29.69;29.189;29.468;30.056;29.506;30.23;31.898;33.78;35.722;37.076;38.586;40.763;43.074;46.788;46.659;40.295;34.644;34.44112
6;4;13.06;10;39.502;47.013;49.127;49.822;47.703;55.297;57.698;60.302;60.738;58.904;55.668;53.846;59.523;62.992;62.746;62.828;60.989;58.734;55.884;52.476;49.709;47.218;43.798;37.82;33.915;52.97008
6;4;13.06;100;38.374;44.288;46.528;49.851;50.75;52.384;54.157;56.466;57.573;59.544;56.313;55.568;54.616;60.617;61.827;61.934;61.42;59.272;56.871;53.836;51.303;48.812;45.436;39.676;35.828;52.52976
6;4;13.06;350;20.676;21.471;22.434;25.422;27.249;27.278;24.794;26.645;26.193;27.377;26.752;28.55;29.019;29.749;30.547;33.493;34.046;36;38.133;40.287;43.493;47.206;47.44;42.453;38.123;31.7932
1;5;10.6;10;32.749;42.762;51.344;56.725;58.857;60.312;64.195;65.873;67.028;68.006;68.243;68.523;70.295;69.871;67.414;65.582;63.136;60.28;56.649;53.244;50.655;48.217;44.139;38.236;32.994;57.01316
1;5;10.6;100;43.432;49.761;55.245;56.999;56.569;57.54;60.122;61.91;62.082;62.486;62.971;63.565;65.649;65.693;64.933;62.715;59.77;56.615;53.279;50.533;48.477;46.765;43.968;39.548;36.276;55.47612
1;5;10.6;350;27.321;31.855;32.937;32.429;29.983;27.721;28.233;30.098;31.231;31.612;33.368;35.133;35.382;34.97;36.946;38.128;38.195;39.819;41.654;43.513;46.742;49.038;47.651;42.566;37.928;36.17812
2;5;10.6;10;38.023;48.578;55.135;59.723;58.09;58.941;61.864;63.205;66.227;61.649;59.966;57.124;63.008;65.993;64.469;62.677;60.671;58.123;54.479;50.575;48.051;45.256;42.646;38.004;34.027;55.06016
2;5;10.6;100;36.143;48.275;51.406;56.217;54.093;56.429;57.4;58.804;59.818;60.772;59.546;57.436;56.303;62.507;63.996;63.031;61.287;58.398;54.786;50.91;48.346;46.026;43.874;39.243;34.584;53.5852
2;5;10.6;350;26.077;27.021;26.454;28.482;27.814;26.877;26.28;27.899;29.989;30.296;30.324;29.663;30.205;32.898;35.13;35.551;36.229;36.674;37.934;39.494;42.96;46.284;46.889;42.553;36.676;33.46612
3;5;10.6;10;37.253;46.511;52.664;61.211;61.756;62.149;63.008;64.82;66.209;62.243;60.892;58.652;64.526;65.329;64.233;62.599;60.752;58.293;54.889;50.792;47.874;45.087;42.353;38.158;34.595;55.47392
3;5;10.6;100;36.697;47.869;52.592;57.259;57.71;58.144;57.803;59.613;60.123;61.559;59.739;58.246;57.283;62.555;63.209;61.499;59.668;57.579;54.621;51.297;48.77;46.27;43.415;39.013;35.586;53.92476
3;5;10.6;350;27.096;27.581;27.171;28.804;28.593;27.78;26.43;28.917;30.092;30.961;30.413;31.522;31.354;32.509;33.7;34.439;34.967;36.98;38.537;40.026;42.898;45.481;46.049;42.036;37.69;33.68104
4;5;10.6;10;34.975;45.271;47.836;51.731;56.608;60.224;61.651;63.197;64.585;61.315;59.209;56.106;62.098;63.64;62.363;61.356;60.26;57.163;54.151;51.112;48.536;45.753;42.077;36.8;33.065;53.64328
4;5;10.6;100;44.232;49.451;51.079;51.567;51.875;56.442;58.396;58.505;60.247;61.136;60.557;59.314;57.93;61.115;60.655;58.839;57.494;54.874;52.393;49.594;47.538;45.757;43.639;39.327;36.68;53.14544
4;5;10.6;350;29.701;30.667;30.532;30.58;28.493;28.495;28.615;29.388;28.988;28.334;28.826;29.259;30.424;31.795;32.655;34.034;34.828;36.688;37.942;40.383;43.365;46.258;45.723;41.034;36.978;33.7594
5;5;10.6;10;36.754;44.566;45.996;54.631;57.379;59.07;59.891;61;62.239;59.937;58.347;55.964;61.462;64.677;63.512;62.467;61.351;59.142;55.733;52.173;49.351;46.597;43.023;37.896;33.624;53.87128
5;5;10.6;100;41.607;50.105;49.212;52.264;53.863;57.734;57.335;57.443;58.377;59.556;58.61;57.726;56.75;62.202;63.232;62.411;61.481;58.667;55.072;52.055;50.02;48.485;45.602;40.999;36.873;53.90724
5;5;10.6;350;25.85;27.662;27.99;29.449;28.386;26.49;25.947;28.039;28.388;29.016;28.35;28.865;29.18;30.639;33.551;35.042;35.546;36.986;37.846;40.344;43.574;46.963;47.594;43.794;38.977;33.37872
1;6;11.9;10;31.489;41.458;50.458;58.464;60.09;63.178;65.504;66.885;67.929;69.776;69.663;69.563;71.852;69.99;68.763;67.705;66.237;62.672;58.947;55.403;52.512;49.352;45.335;39.798;34.022;58.2818
1;6;11.9;100;34.722;46.304;51.181;54.893;55.263;59.443;62.608;63.023;63.006;64.715;65.092;65.229;66.733;67.088;67.069;66.588;65.38;61.606;58.28;55.111;52.591;49.295;44.796;38.845;33.036;56.47588
1;6;11.9;350;24.877;28.845;29.735;32.787;33.297;32.735;32.508;34.792;34.63;34.867;33.639;32.524;33.511;34.524;36.41;38.116;38.936;39.839;41.193;43.041;45.952;48.331;47.459;42.879;37.148;36.503
2;6;11.9;10;35.086;44.543;52.551;58.676;58.714;62.104;62.741;64.51;66.817;63.018;60.251;57.47;63.083;65.987;64.832;63.649;61.888;58.948;55.86;52.333;49.819;47.26;43.629;37.648;32.323;55.3496
2;6;11.9;100;41.206;48.586;49.809;54.718;54.366;55.64;58.864;61.561;62.417;62.946;62.212;60.568;60.238;62.897;61.746;60.101;58.755;56.091;53.206;50.273;48.848;47.687;45.779;41.239;37;54.27012
2;6;11.9;350;29.141;30.065;31.406;30.402;30.135;28.052;26.786;28.872;28.78;29.531;29.781;29.242;30.593;32.768;33.592;35.238;36.131;36.885;37.975;39.432;43.599;47.078;47.247;42.655;37.238;34.10496
3;6;11.9;10;35.059;44.105;51.261;59.33;61.062;62.293;63.472;66.31;67.862;63.644;61.014;58.322;63.98;65.893;64.555;63.72;62.845;59.982;56.512;52.691;49.075;46.02;42.124;36.453;31.055;55.54556
3;6;11.9;100;40.732;48.868;51.406;55.291;55.202;55.397;58.462;60.599;61.115;61.624;62.031;60.32;59.218;62.607;62.251;60.14;58.943;56.92;54.673;51.355;48.211;45.991;43.274;38.628;34.701;53.91836
3;6;11.9;350;28.166;29.412;32.697;30.941;30.236;28.028;26.718;28.324;27.901;28.974;29.744;29.628;30.58;31.935;33.031;34.654;36.305;38.37;39.448;40.904;43.066;45.718;45.533;41.121;35.68;33.88456
4;6;11.9;10;45.334;49.851;47.97;49.241;52.633;59.145;62.223;62.945;63.428;61.35;59.885;57.499;64.255;63.907;61.173;59.798;58.452;55.979;52.944;49.24;46.968;44.644;41.92;37.255;33.844;53.67532
4;6;11.9;100;46.229;52.085;50.171;54.258;53.186;57.562;58.902;59.456;60.167;62.095;60.197;59.133;57.982;62.117;60.167;58.112;56.811;54.742;51.955;48.872;47.014;45.478;43.174;38.926;35.386;53.36708
4;6;11.9;350;32.023;32.607;28.189;31.456;30.982;28.274;27.224;28.612;29.887;30.682;30.494;31.366;34.34;33.343;34.203;35.348;36.139;36.923;38.653;39.61;42.617;46.54;45.511;40.213;35.122;34.41432
5;6;11.9;10;34.32;44.095;49.771;55.399;57.493;57.568;59.167;62.225;63.222;61.422;60.064;57.987;63.261;65.183;64.126;63.646;62.406;59.525;56.819;53.62;50.95;47.557;43.078;36.394;30.283;54.38324
5;6;11.9;100;48.418;49.4;48.841;53.199;51.208;56.116;56.538;59.218;59.257;59.901;59.22;59.493;57.986;61.685;61.058;60.141;59.337;56.6;53.864;51.086;49.166;46.737;44.028;39.449;35.369;53.4926
5;6;11.9;350;28.329;30.509;30.654;31.785;31.097;28.414;26.161;28.763;28.255;29.113;30.045;29.823;32.262;32.879;33.502;35.172;36.484;37.505;39.136;40.445;43.97;46.126;45.921;40.593;35.206;34.08596
1;7;12.5;10;35.878;44.088;49.475;56.972;59.539;61.461;62.698;64.921;67.149;67.642;66.463;66.001;67.882;66.823;65.979;64.038;62.286;59.298;56.395;52.752;50.093;47.188;43.304;36.738;31.469;56.26128
1;7;12.5;100;40.215;49.682;53.528;54.599;55.607;57.574;57.729;59.945;62;62.976;62.383;62.326;64.028;64.976;64.929;63.652;61.797;58.634;55.097;51.989;49.596;47.242;44.525;39.477;35.736;55.20968
1;7;12.5;350;25.687;31.566;32.183;32.531;32.584;31.733;28.724;29.481;30.074;31.583;31.116;30.741;33.674;34.321;35.99;38.035;39.714;39.798;41.165;43.641;46.931;49.242;48.484;42.788;37.481;35.97068
2;7;12.5;10;38.842;47.822;51.804;57.478;57.856;59.754;61.854;62.129;66.398;58.68;56.983;55.009;62.317;65.766;65.815;66.15;63.97;59.767;56.394;52.92;50.831;48.376;45.243;38.989;35.033;55.4472
2;7;12.5;100;40.299;48.153;50.123;51.708;50.784;53.359;56.651;59.698;61.933;61.999;59.627;57.71;55.898;62.986;66.044;65.154;64.082;60.349;57.288;53.838;51.862;49.83;47.169;41.296;37.379;54.60876
2;7;12.5;350;25.841;26.767;28.095;27.104;27.854;28.957;29.953;28.658;28.236;28.959;30.517;29.901;29.821;31.266;32.834;35.43;35.661;36.949;37.341;39.009;42.796;46.64;48.486;44.349;39.841;33.6506
3;7;12.5;10;37.916;45.317;49.805;55.025;55.272;58.497;61.858;63.47;66.991;60.191;58.422;56.068;62.981;66.028;65.758;65.993;64.473;60.869;57.959;54.794;51.832;49.093;45.153;39.719;34.665;55.52596
3;7;12.5;100;40.526;51.763;55.827;55.881;56.522;57.474;57.7;59.585;61.742;62.751;62.034;60.235;58.769;64.092;65.551;64.815;64.151;61.108;58.122;54.608;51.464;48.913;45.293;40.431;36.086;55.81772
3;7;12.5;350;25.421;26.503;27.303;27.636;28.048;28.983;29.788;28.677;28.432;29.279;30.614;29.785;29.537;31.162;32.826;35.495;36.275;37.263;38.275;40.872;43.591;46.711;47.474;43.909;38.549;33.69632
4;7;12.5;10;38.2;46.228;47.063;53.832;53.311;57.906;60.57;64.502;65.099;61.77;59.345;57.313;63.613;63.138;62.107;61.614;60.591;58.23;55.525;52.698;50.045;47.317;43.841;38.285;33.599;54.22968
4;7;12.5;100;42.04;45.222;45.084;50.922;54.066;54.083;56.494;59.435;60.983;60.974;57.526;55.844;55.104;61.173;60.925;60.005;59.122;57.229;54.292;51.461;49.114;46.798;44.09;38.939;34.91;52.6334
4;7;12.5;350;29.092;29.165;29.115;29.408;28.34;26.376;27.061;29.934;29.513;29.736;30.838;31.42;32.425;31.395;32.472;34.417;36.287;37.019;38.374;39.964;42.766;46.566;46.729;41.808;36.84;33.8824
5;7;12.5;10;41.502;46.874;47.072;54.627;56.065;57.917;61.2;62.887;63.619;61.509;59.02;57.015;62.646;62.869;62.702;63.186;61.655;58.325;54.969;51.871;49.042;46.475;43.413;37.84;33.323;54.30492
5;7;12.5;100;38.158;47.39;49.466;53.74;52.347;55.48;57.868;60.306;62.219;61.595;58.438;55.982;54.85;61.451;63.144;63.63;63.373;60.301;56.954;53.432;49.952;47.036;43.763;37.937;33.124;53.67744
5;7;12.5;350;30.094;29.329;29.751;30.937;30.814;26.601;26.11;27.907;29.267;29.769;30.498;30.869;32.226;31.656;33.756;35.347;36.763;36.989;37.517;39.3;42.346;46.057;46.761;41.875;36.637;33.96704
1;8;13.35;10;33.91;45.482;54.472;59.196;59.985;61.691;62.281;64.415;65.724;67.113;66.298;66.735;68.371;68.478;67.063;65.532;63.589;60.69;57.484;54.053;50.516;47.4;43.314;35.657;29.786;56.7694
1;8;13.35;100;36.54;50.379;57.2;60.297;58.41;58.889;57.146;58.552;61.06;62.451;61.789;62.278;64.308;66.287;66.938;66.153;64.089;61.138;57.666;54.05;50.424;46.977;42.75;35.321;29.983;55.643
1;8;13.35;350;34.406;36.787;37.186;35.715;33.584;30.354;28.67;29.59;31.453;31.341;30.904;30.879;33.013;35.548;35.752;36.459;37.752;39.36;41.18;43.87;46.647;47.98;46.679;40.125;34.633;36.39468
2;8;13.35;10;42.425;49.481;54.541;56.207;56.689;59.24;61.355;64.584;67.133;60.329;58.03;55.234;62.313;65.142;64.138;63.978;62.127;59.291;56.64;53.063;49.931;47.215;43.687;38.595;35.071;55.45756
